File,Grid Size X,Grid Size Y,Grid Size Z,Batch Size,Tot Batches,Average Power (W),Elapsed Time (ms),Total Energy (kJ),Energy per Batch (kJ),Estimated Energy for 10000 Batches (kJ)
100_1_hls_power_profile.csv,100,1,1,1,10000,31.47753147783251,51776,1.6297806697962562,0.00016297806697962563,1.6297806697962562
100_10_hls_power_profile.csv,100,1,1,10,10000,37.3097947826087,5983,0.2232245021843478,2.232245021843478e-05,0.2232245021843478
100_20_hls_power_profile.csv,100,1,1,20,10000,39.87573361538462,3392,0.13525848842338462,1.3525848842338462e-05,0.13525848842338462
100_50_hls_power_profile.csv,100,1,1,50,10000,49.28903057142857,1749,0.08620651446942856,8.620651446942857e-06,0.08620651446942856
100_100_hls_power_profile.csv,100,1,1,100,10000,47.23251199999999,1552,0.07330485862399999,7.330485862399999e-06,0.07330485862399999
100_200_hls_power_profile.csv,100,1,1,200,20000,54.4744315,2070,0.112762073205,5.63810366025e-06,0.0563810366025
150_1_hls_power_profile.csv,150,1,1,1,10000,31.678563686274508,52267,1.65574348819051,0.000165574348819051,1.65574348819051
150_10_hls_power_profile.csv,150,1,1,10,10000,37.775800347826085,5948,0.22469046046886956,2.2469046046886957e-05,0.22469046046886956
150_20_hls_power_profile.csv,150,1,1,20,10000,41.030253153846154,3368,0.13818989262215384,1.3818989262215384e-05,0.13818989262215384
150_50_hls_power_profile.csv,150,1,1,50,10000,46.46763471428572,1732,0.08048194332514287,8.048194332514287e-06,0.08048194332514287
150_100_hls_power_profile.csv,150,1,1,100,10000,42.40093733333333,1588,0.06733268848533333,6.733268848533333e-06,0.06733268848533333
150_200_hls_power_profile.csv,150,1,1,200,20000,55.026226888888885,2440,0.13426399360888888,6.713199680444444e-06,0.06713199680444444
200_1_hls_power_profile.csv,200,1,1,1,10000,31.925611940886704,51779,1.6530762606871727,0.00016530762606871728,1.6530762606871727
200_10_hls_power_profile.csv,200,1,1,10,10000,39.58152847826088,5845,0.23135403395543483,2.3135403395543482e-05,0.23135403395543483
200_20_hls_power_profile.csv,200,1,1,20,10000,45.52186192307692,3416,0.15550268032923073,1.5550268032923075e-05,0.15550268032923076
200_50_hls_power_profile.csv,200,1,1,50,10000,51.91700725,2060,0.106949034935,1.06949034935e-05,0.106949034935
200_100_hls_power_profile.csv,200,1,1,100,10000,48.05943728571428,1784,0.08573803611771427,8.573803611771427e-06,0.08573803611771427
500_1_hls_power_profile.csv,500,1,1,1,10000,33.08865869230769,52853,1.7488348778645384,0.00017488348778645383,1.7488348778645384
500_10_hls_power_profile.csv,500,1,1,10,10000,47.79303908695652,5828,0.27853783179878255,2.7853783179878256e-05,0.27853783179878255
500_20_hls_power_profile.csv,500,1,1,20,10000,55.84531353333334,3765,0.210257605453,2.1025760545300003e-05,0.21025760545300004
500_50_hls_power_profile.csv,500,1,1,50,10000,61.69394461538461,3280,0.2023561383384615,2.023561383384615e-05,0.2023561383384615
1000_1_hls_power_profile.csv,1000,1,1,1,10000,35.19463411940299,51876,1.8257568395781496,0.00018257568395781495,1.8257568395781496
1000_10_hls_power_profile.csv,1000,1,1,10,10000,61.605942666666664,7021,0.43253532346266665,4.3253532346266665e-05,0.43253532346266665
1000_20_hls_power_profile.csv,1000,1,1,20,10000,66.13054936363636,5714,0.3778699590638182,3.778699590638182e-05,0.37786995906381815
2000_1_hls_power_profile.csv,2000,1,1,1,10000,34.34006909359606,52225,1.793410108413054,0.0001793410108413054,1.793410108413054
2000_10_hls_power_profile.csv,2000,1,1,10,10000,46.83256593023256,11176,0.5234007568362792,5.234007568362792e-05,0.5234007568362792
5000_1_hls_power_profile.csv,5000,1,1,1,10000,38.998991015075376,51632,2.013595904090372,0.0002013595904090372,2.013595904090372
10000_1_hls_power_profile.csv,10000,1,1,1,10000,44.4699000940171,60616,2.6955874640989403,0.00026955874640989405,2.6955874640989403
20000_1_hls_power_profile.csv,20000,1,1,1,5000,45.86117763959391,51305,2.352907718799366,0.0004705815437598732,4.705815437598732
30000_1_hls_power_profile.csv,30000,1,1,1,2000,46.12832128070177,29364,1.3545120260865267,0.0006772560130432633,6.772560130432633
